X,Y,TYPE,SPEED,DIRTYPE,DIRECTION
6.946520,43.533120,7,35,2,146
7.255070,43.897560,7,35,2,159
7.348690,43.714640,7,35,2,53
7.412330,43.954250,7,35,2,136
4.369250,44.948420,7,35,2,58
4.408400,44.386890,7,35,2,173
3.844910,48.500440,7,35,2,26
2.068590,42.834760,7,35,2,94
2.184720,42.828810,7,35,2,94
2.354100,43.218410,7,35,2,18
2.598250,43.187470,7,35,2,5
3.102960,44.430480,7,35,2,139
4.746700,43.634580,7,35,2,14
5.013240,43.576850,7,35,2,98
-0.226330,48.957980,7,35,2,70
0.252090,49.308420,7,35,0,0
0.313040,49.122570,7,35,0,0
0.361070,49.085040,7,35,0,0
0.376390,49.079360,7,35,0,0
2.364090,46.808290,7,35,2,55
-2.265230,48.343270,7,35,0,0
1.720950,46.013530,7,35,0,0
0.535100,45.142900,7,35,2,164
6.277710,47.323300,7,35,0,0
6.467640,47.003600,7,35,2,179
4.866430,45.058860,7,35,2,64
5.332790,44.978560,7,35,0,0
5.351450,45.046490,7,35,0,0
5.359850,44.469000,7,35,0,0
5.420920,45.003050,7,35,0,0
0.970520,48.747190,7,35,2,168
